y_m,airfoil_name,section_index,chord_m,cl_local,reynolds,alpha_eff_deg,alpha_sep_deg,alpha_margin_deg,alpha_excess_deg,thickness_ratio,thickness_factor,cl_attached,cd_baseline,cd_drag_rise_2d,onset_proximity,cd_pressure_rise,cd_attached,cd_separation,reference_slope_per_deg,slope_limit_per_deg,lift_per_span_N_m
0.0,naca747A418,0.0,0.75,0.31834039553092847,685023.737274541,0.75,8.75,8.0,0.0,0.17997757015912008,1.0,0.31068103335381153,0.008326126868960589,0.0,0.0,0.0,0.008317121339271543,0.0,0.11306838857853563,0.07914787200497493,26.03042371463421
0.01890547646619074,naca747A418,0.0,0.75,0.31834039553092847,685023.737274541,0.75,8.75,8.0,0.0,0.17997757015912008,1.0,0.31068103335381153,0.008326126868960589,0.0,0.0,0.0,0.008317121339271543,0.0,0.11306838857853563,0.07914787200497493,26.03042371463421
0.03781095293238148,naca747A418,0.0,0.75,0.31834039553092847,685023.737274541,0.75,8.75,8.0,0.0,0.17997757015912008,1.0,0.31068103335381153,0.008326126868960589,0.0,0.0,0.0,0.008317121339271543,0.0,0.11306838857853563,0.07914787200497493,26.03042371463421
0.056716429398572216,naca747A418,0.0,0.75,0.31834039553092847,685023.737274541,0.75,8.75,8.0,0.0,0.17997757015912008,1.0,0.31068103335381153,0.008326126868960589,0.0,0.0,0.0,0.008317121339271543,0.0,0.11306838857853563,0.07914787200497493,26.03042371463421
0.07562190586476296,naca747A418,0.0,0.75,0.31834039553092847,685023.737274541,0.75,8.75,8.0,0.0,0.17997757015912008,1.0,0.31068103335381153,0.008326126868960589,0.0,0.0,0.0,0.008317121339271543,0.0,0.11306838857853563,0.07914787200497493,26.03042371463421
0.0945273823309537,naca747A418,0.0,0.75,0.31834039553092847,685023.737274541,0.75,8.75,8.0,0.0,0.17997757015912008,1.0,0.31068103335381153,0.008326126868960589,0.0,0.0,0.0,0.008317121339271543,0.0,0.11306838857853563,0.07914787200497493,26.03042371463421
0.11343285879714443,naca747A418,0.0,0.75,0.31834039553092847,685023.737274541,0.75,8.75,8.0,0.0,0.17997757015912008,1.0,0.31068103335381153,0.008326126868960589,0.0,0.0,0.0,0.008317121339271543,0.0,0.11306838857853563,0.07914787200497493,26.03042371463421
0.1323383352633352,naca747A418,1.0,0.75,0.32988414271738775,685023.737274541,1.0,8.75,7.75,0.0,0.17997757015912008,1.0,0.3390337911869375,0.008347874377939858,2.6625420137984038e-05,0.0,0.0,0.008374499798077842,0.0,0.11306838857853563,0.07914787200497493,26.97434611573884
0.15124381172952592,naca747A418,1.0,0.75,0.35969621919280076,685023.737274541,1.25,8.75,7.5,0.0,0.17997757015912008,1.0,0.3673543816805067,0.008403264982365056,2.6549361826099308e-05,0.0,0.0,0.008429814344191155,0.0,0.11306838857853563,0.07914787200497493,29.41205428398381
0.17014928819571665,naca747A418,1.0,0.75,0.3895082956682138,685023.737274541,1.5,8.75,7.25,0.0,0.17997757015912008,1.0,0.3956414235662174,0.008457541131574106,2.5464842136528262e-05,0.0,0.0,0.008483005973710635,0.0,0.11306838857853563,0.07914787200497493,31.849762452228788
0.1890547646619074,naca747A418,1.0,0.75,0.41932037214362694,685023.737274541,1.75,8.75,7.0,0.0,0.17997757015912008,1.0,0.42388857596977453,0.00851070282556701,2.3318725914439273e-05,0.0,0.0,0.00853402155148145,0.0,0.11306838857853563,0.07914787200497493,34.28747062047377
