y_m,airfoil_name,section_index,chord_m,cl_local,reynolds,alpha_eff_deg,alpha_sep_deg,alpha_margin_deg,alpha_excess_deg,thickness_ratio,thickness_factor,cl_attached,cd_baseline,cd_drag_rise_2d,onset_proximity,cd_pressure_rise,cd_attached,cd_separation,reference_slope_per_deg,slope_limit_per_deg,lift_per_span_N_m
0.0,naca747A418,0.0,0.75,0.15471309376681897,1016120.6030426001,-0.75,8.5,9.25,0.0,0.17997757015912008,1.0,0.14099455751174358,0.006772905124759457,0.0,0.0,0.0,0.006704632271943548,0.0,0.11568099222449235,0.08097669455714464,28.01016293315585
0.01890547646619074,naca747A418,0.0,0.75,0.15471309376681897,1016120.6030426001,-0.75,8.5,9.25,0.0,0.17997757015912008,1.0,0.14099455751174358,0.006772905124759457,0.0,0.0,0.0,0.006704632271943548,0.0,0.11568099222449235,0.08097669455714464,28.01016293315585
0.03781095293238148,naca747A418,0.0,0.75,0.15471309376681897,1016120.6030426001,-0.75,8.5,9.25,0.0,0.17997757015912008,1.0,0.14099455751174358,0.006772905124759457,0.0,0.0,0.0,0.006704632271943548,0.0,0.11568099222449235,0.08097669455714464,28.01016293315585
0.056716429398572216,naca747A418,0.0,0.75,0.15471309376681897,1016120.6030426001,-0.75,8.5,9.25,0.0,0.17997757015912008,1.0,0.14099455751174358,0.006772905124759457,0.0,0.0,0.0,0.006704632271943548,0.0,0.11568099222449235,0.08097669455714464,28.01016293315585
0.07562190586476296,naca747A418,0.0,0.75,0.15471309376681897,1016120.6030426001,-0.75,8.5,9.25,0.0,0.17997757015912008,1.0,0.14099455751174358,0.006772905124759457,0.0,0.0,0.0,0.006704632271943548,0.0,0.11568099222449235,0.08097669455714464,28.01016293315585
0.0945273823309537,naca747A418,0.0,0.75,0.15471309376681897,1016120.6030426001,-0.75,8.5,9.25,0.0,0.17997757015912008,1.0,0.14099455751174358,0.006772905124759457,0.0,0.0,0.0,0.006704632271943548,0.0,0.11568099222449235,0.08097669455714464,28.01016293315585
0.11343285879714443,naca747A418,0.0,0.75,0.15471309376681897,1016120.6030426001,-0.75,8.5,9.25,0.0,0.17997757015912008,1.0,0.14099455751174358,0.006772905124759457,0.0,0.0,0.0,0.006704632271943548,0.0,0.11568099222449235,0.08097669455714464,28.01016293315585
0.1323383352633352,naca747A418,1.0,0.75,0.16003570616944562,1016120.6030426001,-0.5,8.5,9.0,0.0,0.17997757015912008,1.0,0.1702018257912751,0.006779632520774047,0.0,0.0,0.0,0.0067479522604116755,0.0,0.11568099222449235,0.08097669455714464,28.97379979799879
0.15124381172952592,naca747A418,1.0,0.75,0.17378151378572954,1016120.6030426001,-0.5,8.5,9.0,0.0,0.17997757015912008,1.0,0.1702018257912751,0.0067971309664096756,0.0,0.0,0.0,0.0067479522604116755,0.0,0.11568099222449235,0.08097669455714464,31.462421165497435
0.17014928819571665,naca747A418,1.0,0.75,0.18752732140201347,1016120.6030426001,-0.25,8.5,8.75,0.0,0.17997757015912008,1.0,0.19941850841023798,0.006814809256746047,0.0,0.0,0.0,0.006795936244519693,0.0,0.11568099222449235,0.08097669455714464,33.951042532996084
0.1890547646619074,naca747A418,1.0,0.75,0.20127312901829744,1016120.6030426001,-0.25,8.5,8.75,0.0,0.17997757015912008,1.0,0.19941850841023798,0.006832667391783162,0.0,0.0,0.0,0.006795936244519693,0.0,0.11568099222449235,0.08097669455714464,36.439663900494736
0.20796024112809813,naca747A418,1.0,0.75,0.2150189366345813,1016120.6030426001,0.0,8.5,8.5,0.0,0.17997757015912008,1.0,0.22861100117610964,0.006850705371521019,0.0,0.0,0.0,0.006846298799333349,0.0,0.11568099222449235,0.08097669455714464,38.928285267993374
0.22686571759428886,naca747A418,1.0,0.75,0.22876474425086524,1016120.6030426001,0.0,8.5,8.5,0.0,0.17997757015912008,1.0,0.22861100117610964,0.00686892319595962,0.0,0.0,0.0,0.006846298799333349,0.0,0.11568099222449235,0.08097669455714464,41.41690663549202
0.24577119406047962,naca747A418,1.0,0.75,0.2425105518671492,1016120.6030426001,0.0,8.5,8.5,0.0,0.17997757015912008,1.0,0.22861100117610964,0.0068873208650989635,0.0,0.0,0.0,0.006846298799333349,0.0,0.11568099222449235,0.08097669455714464,43.90552800299068
0.2646766705266704,naca747A418,1.0,0.7394686915179008,0.2599058916450722,1001852.4970083891,0.25,8.5,8.25,0.0,0.17997757015912008,1.0,0.25768077383171173,0.0069503854747789496,0.0,0.0,0.0,0.006937138744411643,0.0,0.11560508047099038,0.08092355632969327,46.39414937048932
0.2835821469928611,naca747A418,1.0,0.7259029850244072,0.27896513652988914,983473.3051912322,0.5,8.5,8.0,0.0,0.17997757015912008,1.0,0.2866374838307613,0.007029913896572383,1.1550078570198019e-05,0.0,0.0,0.007041463975142581,0.0,0.11550411187406495,0.08085287831184546,48.882770737987975
0.30248762345905184,naca747A418,1.0,0.7123372785309136,0.2987503075451712,965094.1133740755,0.5,8.5,8.0,0.0,0.17997757015912008,1.0,0.2864943075634279,0.00711365493185966,0.0,0.0,0.0,0.007096308163645412,0.0,0.11539938476919354,0.08077956933843547,51.37139210548661
0.32139309992524256,"77% naca747A418, 23% naca0009",2.0,0.6987715720374198,0.31930368331765135,946714.9215569183,1.25,7.5,6.25,0.0,0.15833494097661002,1.0,0.3152598794948723,0.006646667054737303,2.5884936638176197e-05,0.0,0.0,0.00667255199137548,0.0,0.1143606230563361,0.08005243613943526,53.860013472985266
0.3402985763914333,"77% naca747A418, 23% naca0009",2.0,0.6852058655439262,0.3406708906032595,928335.7297397613,1.5,7.5,6.0,0.0,0.15833494097661002,1.0,0.3435729417795807,0.006721571613515703,3.5967503173388836e-05,0.0,0.0,0.0067575391166890915,0.0,0.11421457076258579,0.07995019953381005,56.34863484048391
0.3592040528576241,"77% naca747A418, 23% naca0009",2.0,0.6730663375357167,0.3621322811448811,911888.7637126222,1.75,7.5,5.75,0.0,0.15833494097661002,1.0,0.37175773742643403,0.006793436576324579,4.317841445057504e-05,0.0,0.0,0.006836614990775154,0.0,0.11407881636730599,0.07985517145711418,58.83725620798256
0.3781095293238148,"77% naca747A418, 23% naca0009",2.0,0.666239800410196,0.37830469521208443,902639.9836850533,1.75,7.5,5.75,0.0,0.15833494097661002,1.0,0.37156424295912094,0.006839406964283802,2.440433546130414e-05,0.0,0.0,0.006863811299745106,0.0,0.11400030352430535,0.07980021246701374,60.84145700671543
0.39701500579000554,"77% naca747A418, 23% naca0009",2.0,0.6594132632846754,0.3761956125516392,893391.2036574844,1.75,7.5,5.75,0.0,0.15833494097661002,1.0,0.3713652657504491,0.006865443765141941,2.6057734911556427e-05,0.0,0.0,0.006891501500053497,0.0,0.11392018379717928,0.07974412865802549,59.882332088156126
0.41592048225619627,"70% naca747A418, 30% naca0009",3.0,0.6525867261591548,0.3740424047795262,884142.4236299155,2.0,7.5,5.5,0.0,0.1519721504026217,1.0,0.3823353108220647,0.0067069105878583,3.591961436490935e-05,0.0,0.0,0.0067428302022232095,0.0,0.11327525528335991,0.07929267869835194,58.92320716959682
0.434825958722387,"70% naca747A418, 30% naca0009",3.0,0.6457601890336342,0.3718436725138167,874893.6436023464,2.0,7.5,5.5,0.0,0.1519721504026217,1.0,0.38208301201921296,0.0067325928415411344,3.729145204159519e-05,0.0,0.0,0.00676988429358273,0.0,0.11318106975906217,0.07922674883134351,57.964082251037524
0.4537314351885777,"70% naca747A418, 30% naca0009",3.0,0.6389336519081136,0.3695979565671064,865644.8635747775,2.0,7.5,5.5,0.0,0.1519721504026217,1.0,0.3818238435012215,0.006758747718627396,3.869971522552605e-05,0.0,0.0,0.006797447433852922,0.0,0.11308507849443261,0.07915955494610283,57.00495733247822
0.4726369116547685,"70% naca747A418, 30% naca0009",3.0,0.6324123082926606,0.3671264789702176,856809.5680985347,1.75,7.5,5.75,0.0,0.1519721504026217,1.0,0.3535003289525699,0.006783899956991909,1.6038318607732548e-05,0.0,0.0,0.006799938275599641,0.0,0.11299167722809911,0.07909417405966937,56.0458324139189
0.49154238812095924,"70% naca747A418, 30% naca0009",3.0,0.6260575262872183,0.3645064970753724,848199.9348671023,1.75,7.5,5.75,0.0,0.1519721504026217,1.0,0.353270764074617,0.006808677584572126,1.7924934844052755e-05,0.0,0.0,0.006826602519416179,0.0,0.1128990507617823,0.0790293355332476,55.086707495359605
