y_m,airfoil_name,section_index,chord_m,cl_local,reynolds,alpha_eff_deg,alpha_sep_deg,alpha_margin_deg,alpha_excess_deg,thickness_ratio,thickness_factor,cl_attached,cd_baseline,cd_drag_rise_2d,onset_proximity,cd_pressure_rise,cd_attached,cd_separation,reference_slope_per_deg,slope_limit_per_deg,lift_per_span_N_m
0.0,naca23010,0.0,1.928,0.3327594250672091,1760967.6872870869,2.0,12.75,10.75,0.0,0.10004833302099847,0.33413888368330774,0.3426363242813762,0.005516206269116315,0.00017193106093083693,0.0,0.0,0.005688137330047152,0.0,0.10812836312893168,0.07568985419025216,69.94644030015284
0.01905,naca23010,2.0,1.9089333333333334,0.336083068133816,1743552.8616105965,2.0,12.75,10.75,0.0,0.10004833302099847,0.33413888368330774,0.3425340829493112,0.005530203031542916,0.0001701124514572475,0.0,0.0,0.005700315483000163,0.0,0.10809843846917397,0.07566890692842178,69.94644030015284
0.0381,naca23010,2.0,1.8805514285714287,0.34115534506649675,1717629.823649303,2.0,12.75,10.75,0.0,0.10004833302099847,0.33413888368330774,0.3423912768502699,0.005552859126400989,0.0001660188569217267,0.0,0.0,0.005718877983322716,0.0,0.10804446133038642,0.07563112293127049,69.94644030015284
0.057150000000000006,naca23010,3.0,1.849527142857143,0.34687794337448835,1689293.3274542722,2.0,12.75,10.75,0.0,0.10004833302099847,0.33413888368330774,0.342249299910739,0.005580292495049643,0.00015949390293056986,0.0,0.0,0.005739786397980213,0.0,0.10797196193862732,0.07558037335703911,69.94644030015284
0.0762,naca23010,3.0,1.8191000000000002,0.35267999094584085,1661502.2406348237,2.0,12.75,10.75,0.0,0.10004833302099847,0.33413888368330774,0.3421259520006702,0.005610124622097249,0.0001508224162373008,0.0,0.0,0.00576094703833455,0.0,0.10829794847129925,0.07580856392990948,69.94644030015284
0.09525,naca23010,4.0,1.7889375,0.3586263754488791,1633952.869334099,2.25,12.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.37046906655969836,0.005642796499265776,0.00027346026470997584,0.0,0.0,0.0059162567639757515,0.0,0.10809034622507024,0.07566324235754916,69.94644030015284
0.11430000000000001,naca23010,4.0,1.757345,0.3650735464746986,1605097.3861076378,2.25,12.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.3705169352023324,0.00568060557029117,0.0002613255629014266,0.0,0.0,0.005941931133192597,0.0,0.10775400320769812,0.07542780224538868,69.94644030015284
0.13335,naca23010,4.0,1.7189275,0.3671220862467622,1570008.1868719782,2.25,12.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.3706115204018077,0.005709077339085111,0.0002652292307890646,0.0,0.0,0.005974306569874175,0.0,0.10749495940211051,0.07524647158147735,68.80124463605112
0.1524,naca23010,5.0,1.68051,0.3643758331404731,1534918.987636319,2.25,12.75,10.5,0.0,0.10004833302099847,0.33413888368330774,0.3707492524251833,0.005721157196685406,0.000286856412599284,0.0,0.0,0.00600801360928469,0.0,0.10729592707246682,0.07510714895072677,66.7603936418482
0.17145000000000002,naca23010,5.0,1.6419922535211267,0.3615231506250367,1499738.2267771838,2.25,12.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.37093424661208385,0.005733608229050106,0.00030960974017994226,0.0,0.0,0.006043217969230049,0.0,0.10716531815073083,0.07501572270551157,64.71954264764528
0.1905,naca23010,5.0,1.599330985915493,0.3594622997376255,1460772.91881441,2.25,12.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.37119848168005665,0.005752283679731988,0.00033166575855022706,0.0,0.0,0.006083949438282215,0.0,0.10779959720386767,0.07545971804270736,62.678691653442364
0.20955000000000001,naca23010,6.0,1.5566697183098592,0.3572884916696781,1421807.610851636,2.25,12.5,10.25,0.0,0.10004833302099847,0.33413888368330774,0.37153020715499474,0.005771567879716274,0.00035504895673842563,0.0,0.0,0.0061266168364546994,0.0,0.10851130805487386,0.0759579156384117,60.637840659239444
0.22860000000000003,naca23010,6.0,1.5140084507042253,0.3549921778024179,1382842.3028888616,2.0,12.5,10.5,0.0,0.10004833302099847,0.33413888368330774,0.34217898165624683,0.005791496509356708,0.0002248870201423895,0.0,0.0,0.0060163835294990975,0.0,0.10930212560239949,0.07651148792167964,58.59698966503653
0.24765,naca23010,6.0,1.4716537037037036,0.352489269224959,1344156.960113375,2.0,12.25,10.25,0.0,0.10004833302099847,0.33413888368330774,0.34244484946937026,0.0058116182479328385,0.00024775061438269633,0.0,0.0,0.006059368862315535,0.0,0.11016616849769645,0.07711631794838751,56.55613867083361
0.2667,naca23010,6.0,1.4300259259259258,0.3496601781474198,1306135.6055696849,2.0,12.25,10.25,0.0,0.10004833302099847,0.33413888368330774,0.3427881345488913,0.005831235439172414,0.00027254651926475644,0.0,0.0,0.006103781958437171,0.0,0.11109145768694761,0.07776402038086333,54.5152876766307
0.28575,naca23010,7.0,1.3883981481481482,0.34666144009239647,1268114.2510259952,2.0,12.0,10.0,0.0,0.10004833302099847,0.33413888368330774,0.3432201131489819,0.005851527906660954,0.00029895726825087017,0.0,0.0,0.006150485174911824,0.0,0.11209030065658776,0.07846321045961142,52.474436682427786
